lib_mrq,lib_mod_doss,lib_mod,dscom,cod_cbr,hybride,puiss_admin_98,puiss_max,conso_urb,conso_exurb,conso_mixte,co2,co_typ_1,nox,ptcl,masse_ordma_min,masse_ordma_max,champ_v9,Carrosserie,gamme,Mp,Ct,W (mm),At1 (mm),At2 (mm),ec (cm3),typ_boite,nb_rapp,category
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVA6,ES,non,9,115.0,11.0,5.599999905,7.599999905,175.0,0.365999997,0.023,0.002,1555,1555,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,2613.0,2613.0,1598.0,A,6,E
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVA6,ES,non,9,115.0,11.0,5.599999905,7.599999905,175.0,0.365999997,0.023,0.002,1555,1555,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1585.0,1527.0,1598.0,A,6,E
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVA6,ES,non,9,115.0,11.0,5.599999905,7.599999905,175.0,0.365999997,0.023,0.002,1555,1555,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1527.0,1527.0,1598.0,A,6,E
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVA6,ES,non,9,115.0,11.0,5.599999905,7.599999905,175.0,0.365999997,0.023,0.002,1555,1555,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1635.0,1635.0,1598.0,A,6,E
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVA6,ES,non,9,115.0,11.0,5.599999905,7.599999905,175.0,0.365999997,0.023,0.002,1555,1555,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1521.0,1521.0,1598.0,A,6,E
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVA6,ES,non,9,115.0,11.0,5.599999905,7.599999905,175.0,0.365999997,0.023,0.002,1555,1555,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,1532.0,1532.0,1532.0,1598.0,A,6,E
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVM6,ES,non,9,115.0,9.300000191,5.5,6.900000095,159.0,0.207000002,0.034000002,0.001,1534,1534,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1532.0,1532.0,1598.0,M,6,D
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVM6,ES,non,9,115.0,9.300000191,5.5,6.900000095,159.0,0.207000002,0.034000002,0.001,1534,1534,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2373.0,1839.0,1839.0,1598.0,M,6,D
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVM6,ES,non,9,115.0,9.300000191,5.5,6.900000095,159.0,0.207000002,0.034000002,0.001,1534,1534,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,2613.0,2613.0,1598.0,M,6,D
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVM6,ES,non,9,115.0,9.300000191,5.5,6.900000095,159.0,0.207000002,0.034000002,0.001,1534,1534,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,1532.0,1527.0,1527.0,1598.0,M,6,D
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVM6,ES,non,9,115.0,9.300000191,5.5,6.900000095,159.0,0.207000002,0.034000002,0.001,1534,1534,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1527.0,1527.0,1598.0,M,6,D
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVM6,ES,non,9,115.0,9.300000191,5.5,6.900000095,159.0,0.207000002,0.034000002,0.001,1534,1534,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1532.0,1527.0,1598.0,M,6,D
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVM6,ES,non,9,115.0,9.300000191,5.5,6.900000095,159.0,0.207000002,0.034000002,0.001,1534,1534,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1526.0,1532.0,1598.0,M,6,D
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVM6,ES,non,9,115.0,9.300000191,5.5,6.900000095,159.0,0.207000002,0.034000002,0.001,1534,1534,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1637.0,1637.0,1598.0,M,6,D
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVM6,ES,non,9,115.0,9.300000191,5.5,6.900000095,159.0,0.207000002,0.034000002,0.001,1534,1534,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1526.0,1526.0,1598.0,M,6,D
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVM6,ES,non,9,115.0,9.300000191,5.5,6.900000095,159.0,0.207000002,0.034000002,0.001,1534,1534,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1526.0,1521.0,1598.0,M,6,D
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVM6,ES,non,9,115.0,9.300000191,5.5,6.900000095,159.0,0.207000002,0.034000002,0.001,1534,1534,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1526.0,1527.0,1598.0,M,6,D
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVM6,ES,non,9,115.0,9.300000191,5.5,6.900000095,159.0,0.207000002,0.034000002,0.001,1534,1534,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2600.0,1580.0,1580.0,1598.0,M,6,D
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVM6,ES,non,9,115.0,9.300000191,5.5,6.900000095,159.0,0.207000002,0.034000002,0.001,1534,1534,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1532.0,2020.0,1598.0,M,6,D
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVM6,ES,non,9,115.0,9.300000191,5.5,6.900000095,159.0,0.207000002,0.034000002,0.001,1534,1534,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1532.0,1532.0,1598.0,M,6,D
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVM6,ES,non,9,115.0,9.300000191,5.5,6.900000095,159.0,0.207000002,0.034000002,0.001,1534,1534,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1585.0,1527.0,1598.0,M,6,D
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVM6,ES,non,9,115.0,9.300000191,5.5,6.900000095,159.0,0.207000002,0.034000002,0.001,1534,1534,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1521.0,1521.0,1598.0,M,6,D
PEUGEOT,3008,3008,3008 1.6 THP (155ch) BVM6,ES,non,9,115.0,9.300000191,5.5,6.900000095,159.0,0.207000002,0.034000002,0.001,1534,1534,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1527.0,1527.0,1598.0,M,6,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1532.0,1532.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1526.0,1526.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2372.0,1662.0,1662.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1533.0,1533.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1527.0,1527.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,1635.0,1110.0,1110.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1662.0,1662.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,1532.0,1532.0,1532.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,1532.0,1662.0,1662.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,1527.0,1532.0,1532.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,2613.0,2613.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1637.0,1637.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1526.0,1521.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2600.0,1580.0,1580.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1523.0,1523.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1580.0,1580.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1532.0,1527.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1352.0,1352.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,1532.0,1527.0,1527.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1475.0,1475.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1838.0,1838.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,2613.0,2613.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2610.0,1526.0,1521.0,1600.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1585.0,1527.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1532.0,1532.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1527.0,1527.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,1532.0,1527.0,1527.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1537.0,1537.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1527.0,1527.0,1560.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1521.0,1521.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1521.0,1521.0,1560.0,M,5,D
PEUGEOT,3008,3008,3008 1.6 VTi (120ch),ES,non,7,88.0,9.199999809,5.300000191,6.699999809,155.0,0.280000001,0.034000002,,1474,1474,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,1613.0,1521.0,1521.0,1598.0,M,5,D
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1532.0,1532.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1526.0,1526.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1532.0,1527.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1526.0,1521.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,1532.0,1532.0,1532.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1614.0,1614.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,1532.0,1614.0,1614.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2410.0,1614.0,1614.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2421.0,1614.0,1614.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,1527.0,1532.0,1532.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1527.0,1527.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1529.0,1529.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,2613.0,2613.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1526.0,1532.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1637.0,1637.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2600.0,1580.0,1580.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1526.0,1526.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1526.0,1527.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1532.0,1523.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1532.0,1521.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2727.0,1531.0,1567.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,,M1,2613.0,1255.0,1255.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,2613.0,2613.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1585.0,1527.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1521.0,1521.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1527.0,1527.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,3322.0,1236.0,1236.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2332.0,1223.0,1223.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2222.0,1234.0,1234.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2323.0,1234.0,1234.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2332.0,1233.0,1233.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,2613.0,1532.0,1532.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,1532.0,1527.0,1527.0,1997.0,M,6,C
PEUGEOT,3008,3008,3008 2.0 HDi FAP (150ch) BVM6,GO,non,8,110.0,6.800000191,4.5,5.300000191,139.0,0.335999995,0.157000005,0.002,1604,1604,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,MOY-INFER,na,M1,1532.0,1532.0,1532.0,1997.0,M,6,C
