lib_mrq,lib_mod_doss,lib_mod,dscom,cod_cbr,hybride,puiss_admin_98,puiss_max,conso_urb,conso_exurb,conso_mixte,co2,co_typ_1,nox,ptcl,masse_ordma_min,masse_ordma_max,champ_v9,Carrosserie,gamme,Mp,Ct,W (mm),At1 (mm),At2 (mm),ec (cm3),typ_boite,nb_rapp,category
INFINITI,Q60,Q60,Q60 3.7 Cabriolet,ES,non,23,235.0,16.70000076,8.300000191,11.39999962,264.0,0.129999995,0.021,,1911,1953,715/2007*630/2012EURO5,CABRIOLET,SUPERIEURE,,M1,2850.0,1545.0,1595.0,3696.0,A,7,G
INFINITI,Q60,Q60,Q60 3.7 Coupé,ES,non,22,235.0,15.30000019,7.800000191,10.5,246.0,0.142000005,0.022,,1765,1791,715/2007*630/2012EURO5,COUPE,SUPERIEURE,,M1,2850.0,1545.0,1560.0,3696.0,A,7,F
INFINITI,QX50,QX50,QX50 3.0D,GO,non,16,175.0,10.80000019,7.199999809,8.5,224.0,0.237000003,0.177000001,0.001,1955,2035,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,SUPERIEURE,,M1,2800.0,1540.0,1545.0,2991.0,A,7,F
INFINITI,QX50,QX50,QX50 3.7,ES,non,23,235.0,16.0,8.600000381,11.30000019,265.0,0.116999999,0.027000001,,1873,1929,715/2007*630/2012EURO5,BERLINE,SUPERIEURE,,M1,2800.0,1540.0,1545.0,3696.0,A,7,G
INFINITI,QX70,QX70,QX70 3.0D,GO,non,16,175.0,10.80000019,7.300000191,8.600000381,225.0,0.407000005,0.137999997,0.0,2175,2184,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,LUXE,,M1,2885.0,1635.0,1640.0,2991.0,A,7,F
INFINITI,QX70,QX70,QX70 3.7,ES,non,23,235.0,16.79999924,9.399999619,12.10000038,282.0,0.144999996,0.024,,2012,2062,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,LUXE,,M1,2885.0,1635.0,1640.0,3696.0,A,7,G
INFINITI,QX70,QX70,QX70 5.0,ES,non,30,287.0,18.89999962,9.800000191,13.10000038,307.0,0.169,0.007,,2120,2136,715/2007*630/2012EURO5,TS TERRAINS/CHEMINS,LUXE,,M1,2885.0,1635.0,1640.0,5026.0,A,7,G
JAGUAR,XK CONVERTIBLE,XK,XK V8 5L Essence (385ch) CEE - Cabriolet,ES,non,29,283.0,17.10000038,8.0,11.19999981,264.0,0.400000006,0.018999999,0.001,1734,1734,715/2007*566/2011EURO5,CABRIOLET,LUXE,TJL,M1,2752.0,1560.0,1608.0,5000.0,A,6,G
JAGUAR,XK CONVERTIBLE,XK,XK V8 5L Essence (385ch) CEE - Cabriolet,ES,non,29,283.0,17.10000038,8.0,11.19999981,264.0,0.400000006,0.018999999,0.001,1734,1734,715/2007*566/2011EURO5,CABRIOLET,LUXE,JLT POOL,M1,2752.0,1560.0,1608.0,5000.0,A,6,G
JAGUAR,XK COUPE,XK,XK V8 5L Essence (385ch) CEE - Coupé,ES,non,29,283.0,17.10000038,8.0,11.19999981,264.0,0.400000006,0.018999999,0.001,1719,1719,715/2007*566/2011EURO5,COUPE,LUXE,TJL,M1,2752.0,1560.0,1608.0,5000.0,A,6,G
JAGUAR,XK COUPE,XK,XK V8 5L Essence (385ch) CEE - Coupé,ES,non,29,283.0,17.10000038,8.0,11.19999981,264.0,0.400000006,0.018999999,0.001,1719,1719,715/2007*566/2011EURO5,COUPE,LUXE,JLT POOL,M1,2752.0,1560.0,1608.0,5000.0,A,6,G
JAGUAR,XKR CONVERTIBLE,XK,XKR V8 5L Essence Suralimenté (510ch) CEE - Cabriolet,ES,non,42,375.0,18.89999962,8.600000381,12.30000019,292.0,0.768000007,0.022,0.001,1839,1839,715/2007*566/2011EURO5,CABRIOLET,LUXE,TJL,M1,2752.0,1560.0,1608.0,5000.0,A,6,G
JAGUAR,XKR CONVERTIBLE,XK,XKR V8 5L Essence Suralimenté (510ch) CEE - Cabriolet,ES,non,42,375.0,18.89999962,8.600000381,12.30000019,292.0,0.768000007,0.022,0.001,1839,1839,715/2007*566/2011EURO5,CABRIOLET,LUXE,JLT POOL,M1,2752.0,1560.0,1608.0,5000.0,A,6,G
JAGUAR,XKR COUPE,XK,XKR V8 5L Essence Suralimenté (510ch) CEE - Coupé,ES,non,42,375.0,18.89999962,8.600000381,12.30000019,292.0,0.768000007,0.022,0.001,1824,1824,715/2007*566/2011EURO5,COUPE,LUXE,TJL,M1,2752.0,1560.0,1608.0,5000.0,A,6,G
JAGUAR,XKR COUPE,XK,XKR V8 5L Essence Suralimenté (510ch) CEE - Coupé,ES,non,42,375.0,18.89999962,8.600000381,12.30000019,292.0,0.768000007,0.022,0.001,1824,1824,715/2007*566/2011EURO5,COUPE,LUXE,JLT POOL,M1,2752.0,1560.0,1608.0,5000.0,A,6,G
JAGUAR,XKR COUPE,XK,XKR V8 5L Essence Suralimenté (510ch) CEE - Coupé avec speed pack,ES,non,42,375.0,18.89999962,8.600000381,12.30000019,292.0,0.768000007,0.022,0.001,1824,1824,715/2007*566/2011EURO5,COUPE,LUXE,TJL,M1,2752.0,1560.0,1608.0,5000.0,A,6,G
JAGUAR,XKR COUPE,XK,XKR V8 5L Essence Suralimenté (510ch) CEE - Coupé avec speed pack,ES,non,42,375.0,18.89999962,8.600000381,12.30000019,292.0,0.768000007,0.022,0.001,1824,1824,715/2007*566/2011EURO5,COUPE,LUXE,JLT POOL,M1,2752.0,1560.0,1608.0,5000.0,A,6,G
JAGUAR,XKR-S COUPE,XK,XKR-S V8 5L Essence Suralimenté (550ch) CEE - Coupé,ES,non,47,405.0,18.89999962,8.600000381,12.30000019,292.0,0.768000007,0.022,0.001,1824,1824,715/2007*566/2011EURO5,COUPE,LUXE,TJL,M1,2752.0,1560.0,1608.0,5000.0,A,6,G
JEEP,COMPASS,COMPASS,COMPASS 2.2 L CRD BMV6,GO,non,10,120.0,7.900000095,5.900000095,6.599999905,172.0,0.252000004,0.136999995,0.0,1680,1730,715/2007*692/2008EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,,M1,2635.0,1520.0,1520.0,2143.0,M,6,E
KIA,SOUL,SOUL,SOUL 1.6 Diesel CRDi (128ch) BVM 6,GO,non,7,94.0,5.699999809,4.400000095,4.900000095,129.0,0.200000003,0.143000007,0.0,1345,1444,715/2007*566/2011EURO5,MINISPACE,INFERIEURE,,M1,2550.0,1570.0,1575.0,1582.0,M,6,C
LAMBORGHINI,GALLARDO,GALLARDO,GALLARDO,ES,non,49,412.0,20.70000076,9.600000381,13.69999981,325.0,,,,1575,1575,715/2007*459/2012EURO5,COUPE,LUXE,,M1,2560.0,1632.0,1597.0,5204.0,A,6,G
LAMBORGHINI,GALLARDO,GALLARDO,GALLARDO,ES,non,49,412.0,20.70000076,9.600000381,13.69999981,325.0,,,,1575,1575,715/2007*692/2008EURO5,COUPE,LUXE,,M1,2560.0,1632.0,1597.0,5204.0,A,6,G
LAMBORGHINI,GALLARDO,GALLARDO,GALLARDO,ES,non,48,405.0,20.10000038,9.199999809,13.30000019,315.0,,,,1545,1545,715/2007*692/2008EURO5,COUPE,LUXE,VW Group PC,M1,2560.0,1632.0,1597.0,5204.0,A,6,G
LAMBORGHINI,GALLARDO,GALLARDO,GALLARDO,ES,non,48,405.0,20.10000038,9.199999809,13.30000019,315.0,,,,1545,1545,715/2007*692/2008EURO5,COUPE,LUXE,,M1,2560.0,1632.0,1597.0,5204.0,A,6,G
LAMBORGHINI,GALLARDO,GALLARDO,GALLARDO,ES,non,48,405.0,20.10000038,9.199999809,13.30000019,315.0,,,,1545,1545,715/2007*459/2012EURO5,COUPE,LUXE,VW Group PC,M1,2560.0,1632.0,1597.0,5204.0,A,6,G
LAMBORGHINI,GALLARDO,GALLARDO,GALLARDO,ES,non,48,405.0,20.10000038,9.199999809,13.30000019,315.0,,,,1545,1545,715/2007*459/2012EURO5,COUPE,LUXE,,M1,2560.0,1632.0,1597.0,5204.0,A,6,G
LAMBORGHINI,GALLARDO,GALLARDO,GALLARDO,ES,non,50,412.0,22.60000038,10.19999981,14.69999981,351.0,,,,1575,1575,715/2007*692/2008EURO5,COUPE,LUXE,,M1,2560.0,1632.0,1597.0,5204.0,M,6,G
LAMBORGHINI,GALLARDO,GALLARDO,GALLARDO,ES,non,50,412.0,22.60000038,10.19999981,14.69999981,351.0,,,,1575,1575,715/2007*459/2012EURO5,COUPE,LUXE,,M1,2560.0,1632.0,1597.0,5204.0,M,6,G
LAMBORGHINI,GALLARDO,GALLARDO,GALLARDO SUPERLEGGERA,ES,non,50,419.0,20.39999962,9.399999619,13.5,319.0,,,,1505,1505,715/2007*692/2008EURO5,CABRIOLET,LUXE,VW Group PC,M1,2560.0,1632.0,1597.0,5204.0,A,6,G
LAMBORGHINI,GALLARDO,GALLARDO,GALLARDO SUPERLEGGERA,ES,non,50,419.0,20.39999962,9.399999619,13.5,319.0,,,,1505,1505,715/2007*692/2008EURO5,CABRIOLET,LUXE,,M1,2560.0,1632.0,1597.0,5204.0,A,6,G
LAMBORGHINI,GALLARDO,GALLARDO,GALLARDO SUPERLEGGERA,ES,non,50,419.0,20.39999962,9.399999619,13.5,319.0,,,,1505,1505,715/2007*459/2012EURO5,CABRIOLET,LUXE,VW Group PC,M1,2560.0,1632.0,1597.0,5204.0,A,6,G
LAMBORGHINI,GALLARDO,GALLARDO,GALLARDO SUPERLEGGERA,ES,non,50,419.0,20.39999962,9.399999619,13.5,319.0,,,,1505,1505,715/2007*459/2012EURO5,CABRIOLET,LUXE,,M1,2560.0,1632.0,1597.0,5204.0,A,6,G
LANCIA,DELTA,DELTA,Delta 1.4 T-Jet (120ch),ES,non,7,88.0,8.100000381,5.199999809,6.300000191,146.0,0.379999995,0.024,,1395,1395,715/2007*692/2008EURO5,BERLINE,MOY-INFER,,M1,2700.0,1538.0,1531.0,1368.0,M,6,D
LANCIA,DELTA,DELTA,Delta 1.9 MultiJet Twinturbo (190ch) DPF,GO,non,11,139.5,7.300000191,4.699999809,5.699999809,149.0,0.402999997,0.174999997,0.002,1505,1505,715/2007*692/2008EURO5,BERLINE,MOY-INFER,,M1,2700.0,1538.0,1531.0,1910.0,M,6,D
LANCIA,MUSA,MUSA,Musa 1.3 MultiJet 16v (95ch) DPF Stop&Start,GO,non,5,70.0,5.400000095,3.700000048,4.300000191,114.0,0.194999993,0.167999998,0.001,1275,1380,715/2007*692/2008EURO5,MINISPACE,INFERIEURE,,M1,2509.0,1448.0,1435.0,1248.0,M,5,B
LANCIA,MUSA,MUSA,Musa 1.3 MultiJet 16v (95ch) DPF Stop&Start D.F.S,GO,non,5,70.0,5.0,3.599999905,4.099999905,109.0,0.192000002,0.163000003,0.001,1280,1385,715/2007*692/2008EURO5,MINISPACE,INFERIEURE,,M1,2509.0,1448.0,1435.0,1248.0,M,5,B
LANCIA,MUSA,MUSA,Musa 1.4 16v (95ch) Stop&Start,ES,non,6,70.0,8.0,4.900000095,6.0,140.0,0.572000027,0.037999999,,1230,1335,715/2007*692/2008EURO5,MINISPACE,INFERIEURE,,M1,2509.0,1448.0,1435.0,1368.0,M,6,C
LANCIA,MUSA,MUSA,Musa 1.4 16v (95ch) Stop&Start D.F.S,ES,non,5,70.0,7.199999809,4.599999905,5.599999905,130.0,0.32100001,0.016000001,,1235,1340,715/2007*692/2008EURO5,MINISPACE,INFERIEURE,,M1,2509.0,1448.0,1435.0,1368.0,M,5,C
LAND ROVER,FREELANDER,FREELANDER,FREELANDER 2 ED4 (150ch) 5PL BVM,GO,non,9,110.0,7.099999905,5.400000095,6.0,158.0,0.145999998,0.143999994,0.001,1765,1985,715/2007*566/2011EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,TJL,M1,2660.0,1611.0,1624.0,2179.0,M,6,D
LAND ROVER,FREELANDER,FREELANDER,FREELANDER 2 SD4 (190ch) 5PL BVA,GO,non,12,140.0,8.699999809,5.800000191,7.0,185.0,0.059999999,0.131999999,0.001,1845,2065,715/2007*566/2011EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,TJL,M1,2660.0,1601.0,1614.0,2179.0,A,6,E
LAND ROVER,FREELANDER,FREELANDER,FREELANDER 2 TD4 (150ch) 5PL BVA,GO,non,9,110.0,8.699999809,5.800000191,7.0,185.0,0.059999999,0.131999999,0.001,1845,2065,715/2007*566/2011EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,TJL,M1,2660.0,1611.0,1624.0,2179.0,A,6,E
LAND ROVER,FREELANDER,FREELANDER,FREELANDER 2 TD4 (150ch) 5PL BVM,GO,non,9,110.0,7.400000095,5.599999905,6.199999809,165.0,0.119999997,0.150000006,0.001,1835,2055,715/2007*566/2011EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,TJL,M1,2660.0,1611.0,1624.0,2179.0,M,6,E
LEXUS,IS F,IS,IS F,ES,non,33,311.0,17.29999924,8.399999619,11.60000038,270.0,0.118000001,0.003,0.002,1775,1805,715/2007*692/2008EURO5,BERLINE,SUPERIEURE,,M1,2730.0,1560.0,1545.0,4969.0,A,8,G
LEXUS,IS200,IS,IS 200d 2.2L,GO,non,8,110.0,6.300000191,4.400000095,5.099999905,134.0,0.184,0.177000001,0.001,1615,1710,715/2007*692/2008EURO5,BERLINE,SUPERIEURE,,M1,2730.0,1535.0,1545.0,2231.0,M,6,C
LEXUS,IS250,IS,IS 250 V6 2.5L,ES,non,13,153.0,11.80000019,6.5,8.399999619,194.0,0.164000005,0.006,0.003,1605,1695,715/2007*692/2008EURO5,BERLINE,SUPERIEURE,,M1,2730.0,1535.0,1545.0,2500.0,A,6,E
LEXUS,IS250,IS,IS 250C V6 2.5L,ES,non,13,153.0,12.69999981,7.199999809,9.199999809,213.0,0.116999999,0.008,0.003,1805,1825,715/2007*692/2008EURO5,CABRIOLET,SUPERIEURE,,M1,2730.0,1535.0,1545.0,2500.0,A,6,F
LEXUS,LS460,LS,LS 460 V8 4.6L 4WD,ES,non,27,270.0,17.20000076,8.399999619,11.60000038,274.0,0.134000003,0.005,0.004,2160,2275,715/2007*692/2008EURO5,BERLINE,LUXE,,M1,2970.0,1615.0,1620.0,4608.0,A,8,G
LEXUS,RX350,RX,RX 350 BREAK V6 3.5L,ES,non,19,204.0,14.39999962,8.5,10.69999981,250.0,0.419,0.008,,2050,2160,715/2007*692/2008EURO5,TS TERRAINS/CHEMINS,LUXE,,M1,2740.0,1630.0,1635.0,3456.0,A,6,F
LOTUS,EVORA,EVORA,Evora (2+0),ES,non,19,206.0,13.19999981,7.099999905,9.300000191,217.0,0.229000002,0.02,,1458,1458,715/2007*195/2013EURO5,COUPE,LUXE,,M1,2575.0,1564.0,1576.0,3456.0,M,6,F
LOTUS,EVORA,EVORA,Evora (2+2),ES,non,19,206.0,13.19999981,7.099999905,9.300000191,217.0,0.229000002,0.02,,1458,1458,715/2007*195/2013EURO5,COUPE,LUXE,,M1,2575.0,1564.0,1576.0,3456.0,M,6,F
LOTUS,EVORA,EVORA,Evora (IPS) (2+2),ES,non,18,206.0,13.30000019,6.599999905,9.0,210.0,0.284999996,0.021,,1511,1511,715/2007*195/2013EURO5,COUPE,LUXE,,M1,2575.0,1564.0,1576.0,3456.0,A,6,F
LOTUS,EVORA S,EVORA,Evora S (2+0),ES,non,25,257.5,14.19999981,7.400000095,9.899999619,229.0,0.742999971,0.050000001,,1511,1511,715/2007*195/2013EURO5,COUPE,LUXE,,M1,2575.0,1564.0,1576.0,3456.0,M,6,F
LOTUS,EVORA S,EVORA,Evora S (2+0),ES,non,25,257.5,14.0,7.5,9.899999619,229.0,0.742999971,0.050000001,,1511,1511,715/2007*195/2013EURO5,COUPE,LUXE,,M1,2575.0,1564.0,1576.0,3456.0,M,6,F
LOTUS,EVORA S,EVORA,Evora S (2+2),ES,non,25,257.5,14.19999981,7.400000095,9.899999619,229.0,0.742999971,0.050000001,,1511,1511,715/2007*195/2013EURO5,COUPE,LUXE,,M1,2575.0,1564.0,1576.0,3456.0,M,6,F
LOTUS,EVORA S,EVORA,Evora S (2+2),ES,non,25,257.5,14.0,7.5,9.899999619,229.0,0.742999971,0.050000001,,1511,1511,715/2007*195/2013EURO5,COUPE,LUXE,,M1,2575.0,1564.0,1576.0,3456.0,M,6,F
MASERATI,GRANTURISMO,GRANTURISMO,GRANTURISMO,ES,non,32,298.0,21.5,10.0,14.30000019,330.0,0.467999995,0.028999999,,1955,1955,715/2007*195/2013EURO5,COUPE,LUXE,,M1,2942.0,1586.0,1590.0,4244.0,A,6,G
MASERATI,QUATTROPORTE S Q4,QUATTROPORTE,QUATTROPORTE S Q4,ES,non,31,302.0,15.80000019,7.599999905,10.5,246.0,0.368000001,0.041000001,0.001,2055,2055,715/2007*630/2012EURO5,BERLINE,LUXE,FIAT GROUP AUTOMOBILES SPA,M1,3171.0,1634.0,1647.0,2979.0,A,8,F
MERCEDES,CLASSE A,A 180,A 180 CDI BVM6 FAP,GO,non,5,80.0,4.599999905,3.5,4.0,102.0,0.189999998,0.140000001,0.0,1395,1395,715/2007*195/2013EURO5,BERLINE,MOY-INFER,DAIMLER AG,M1,2699.0,1559.0,1552.0,1461.0,M,6,B
MERCEDES,CLASSE C,C 180,C 180 BERLINE BVM6 FAP,GO,non,6,88.0,6.099999905,4.400000095,5.0,131.0,0.289000005,0.140000001,0.0,1565,1565,715/2007*630/2012EURO5,BERLINE,SUPERIEURE,DAIMLER AG,M1,2760.0,1549.0,1517.0,2143.0,M,6,C
MERCEDES,CLASSE C,C 220,C 220 CDI COUPE BVM6 FAP,GO,non,9,125.0,5.599999905,3.700000048,4.400000095,117.0,0.165000007,0.157000005,0.0,1615,1615,715/2007*195/2013EURO5,COUPE,SUPERIEURE,DAIMLER AG,M1,2760.0,1549.0,1517.0,2143.0,M,6,B
MITSUBISHI,COLT,COLT,COLT CLEARTEC 1.3L Invite,ES,non,5,70.0,6.400000095,4.400000095,5.099999905,119.0,0.409000009,0.009,,1020,1020,715/2007*566/2011EURO5,MINISPACE,INFERIEURE,MITSUBISHI POOL,M1,2500.0,1460.0,1445.0,1332.0,M,5,B
MITSUBISHI,OUTLANDER,OUTLANDER,OUTLANDER 2.2 DI-D Intense / Instyle,GO,non,10,130.0,7.800000191,5.5,6.300000191,167.0,0.149000004,0.138999999,0.002,1780,1780,715/2007*692/2008EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,MITSUBISHI MOTORS,M1,2670.0,1540.0,1540.0,2268.0,M,6,E
MITSUBISHI,OUTLANDER,OUTLANDER,OUTLANDER 2.2 DI-D Invite,GO,non,10,130.0,7.900000095,5.400000095,6.300000191,165.0,0.149000004,0.138999999,0.002,1720,1720,715/2007*692/2008EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,MITSUBISHI MOTORS,M1,2670.0,1540.0,1540.0,2268.0,M,6,E
MITSUBISHI,OUTLANDER,OUTLANDER,OUTLANDER 2.2 DI-D Invite,GO,non,10,130.0,7.900000095,5.400000095,6.300000191,165.0,0.149000004,0.138999999,0.002,1720,1720,715/2007*692/2008EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,MITSUBISHI POOL,M1,2670.0,1540.0,1540.0,2268.0,M,6,E
MITSUBISHI,OUTLANDER,OUTLANDER,OUTLANDER 2.2 DI-D Invite / Invite+,GO,non,10,130.0,7.699999809,5.300000191,6.199999809,163.0,0.149000004,0.138999999,0.002,1720,1720,715/2007*692/2008EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,MITSUBISHI MOTORS,M1,2670.0,1540.0,1540.0,2268.0,M,6,E
MITSUBISHI,OUTLANDER,OUTLANDER,OUTLANDER 2.2 DI-D Invite / Invite+,GO,non,10,130.0,7.699999809,5.300000191,6.199999809,163.0,0.149000004,0.138999999,0.002,1720,1720,715/2007*692/2008EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,MITSUBISHI POOL,M1,2670.0,1540.0,1540.0,2268.0,M,6,E
MITSUBISHI,OUTLANDER,OUTLANDER,OUTLANDER 2.2 DI-D Invite / Intense / Instyle,GO,non,10,130.0,8.100000381,5.599999905,6.5,169.0,0.149000004,0.138999999,0.002,1780,1780,715/2007*692/2008EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,MITSUBISHI POOL,M1,2670.0,1540.0,1540.0,2268.0,M,6,E
MITSUBISHI,PAJERO,PAJERO,PAJERO COURT 3.2 DI-D Instyle BVA,GO,non,13,147.0,10.0,7.199999809,8.199999809,216.0,0.217999995,0.150000006,0.003,2160,2160,715/2007*692/2008EURO5,TS TERRAINS/CHEMINS,SUPERIEURE,MITSUBISHI POOL,M1,2545.0,1560.0,1560.0,3200.0,A,5,F
MITSUBISHI,PAJERO,PAJERO,PAJERO COURT 3.2 DI-D Intense,GO,non,13,147.0,9.5,6.900000095,7.800000191,207.0,0.213,0.148000002,0.004,2180,2180,715/2007*692/2008EURO5,TS TERRAINS/CHEMINS,SUPERIEURE,MITSUBISHI POOL,M1,2545.0,1560.0,1560.0,3200.0,M,5,F
NISSAN,370Z ROADSTER,370Z,370Z ROADSTER,ES,non,24,241.0,16.20000076,8.300000191,11.19999981,262.0,0.250999987,0.034000002,,1605,1642,715/2007*630/2012EURO5,CABRIOLET,LUXE,,M1,2550.0,1550.0,1595.0,3696.0,M,6,G
NISSAN,370Z ROADSTER,370Z,370Z ROADSTER BVA7,ES,non,23,241.0,15.80000019,8.100000381,10.89999962,254.0,0.134000003,0.027000001,,1630,1652,715/2007*630/2012EURO5,COUPE,LUXE,,M1,2550.0,1550.0,1595.0,3696.0,A,7,G
NISSAN,MURANO,MURANO,MURANO 2.5 dCi,GO,non,12,140.0,10.10000038,6.800000191,8.0,210.0,0.287,0.104000002,0.0,1950,2042,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,SUPERIEURE,,M1,2825.0,1610.0,1610.0,2488.0,A,6,F
NISSAN,PATHFINDER,PATHFINDER,PATHFINDER 2.5 dCi (190ch) DPF 7PL,GO,non,12,140.0,11.0,7.099999905,8.5,224.0,0.368000001,0.221000001,0.0,2185,2285,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,LUXE,,M1,2852.0,1570.0,1570.0,2488.0,M,6,F
NISSAN,PATHFINDER,PATHFINDER,PATHFINDER 2.5 dCi (190ch) DPF BVA5 7PL,GO,non,13,140.0,11.69999981,7.5,9.0,238.0,0.203999996,0.200000003,0.0,2235,2300,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,LUXE,,M1,2852.0,1570.0,1570.0,2488.0,A,5,F
NISSAN,PATHFINDER,PATHFINDER,PATHFINDER 3.0 (230ch) BVA7 7PL,GO,non,16,170.0,12.39999962,7.699999809,9.5,250.0,0.634000003,0.236000001,0.001,2285,2335,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,LUXE,,M1,2852.0,1570.0,1570.0,2993.0,A,7,F
NISSAN,PATHFINDER,PATHFINDER,PATHFINDER 3.0 (230ch) BVA7 7PL,GO,non,16,170.0,12.39999962,7.699999809,9.5,250.0,0.634000003,0.236000001,0.001,2285,2335,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,LUXE,,M1,2852.0,1570.0,1570.0,2991.0,A,7,F
NISSAN,PRIMASTAR,PRIMASTAR,PRIMASTAR COMBI 2.9t 9PL 2.0 dCi (115ch) FAP L1H1,GO,non,7,84.0,8.100000381,5.800000191,6.699999809,175.0,0.246000007,0.213,0.001,1987,2184,715/2007*630/2012EURO5,MINIBUS,MOY-INFER,,M1,3098.0,1615.0,1630.0,1995.0,M,6,E
NISSAN,PRIMASTAR,PRIMASTAR,PRIMASTAR COMBI 2.9t 9PL 2.0 dCi (115ch) FAP L1H1,GO,non,7,84.0,8.100000381,5.800000191,6.699999809,175.0,0.246000007,0.213,0.001,1987,2184,715/2007*195/2013EURO5,MINIBUS,MOY-INFER,na,M1,3098.0,1615.0,1630.0,1995.0,M,6,E
NISSAN,PRIMASTAR,PRIMASTAR,PRIMASTAR COMBI 3.1t 9PL 2.0 dCi (115ch) FAP L2H1,GO,non,7,84.0,8.100000381,5.800000191,6.699999809,175.0,0.246000007,0.213,0.001,1982,2185,715/2007*630/2012EURO5,MINIBUS,MOY-INFER,,M1,3498.0,1615.0,1630.0,1995.0,M,6,E
NISSAN,QASHQAI,QASHQAI,QASHQAI 1.5 dCi (106ch),GO,non,6,81.0,5.599999905,4.199999809,4.699999809,122.0,0.42899999,0.165999994,0.0,1395,1450,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,,M1,2630.0,1540.0,1545.0,1461.0,M,6,C
NISSAN,QASHQAI,QASHQAI,QASHQAI 1.6 (115ch),ES,non,7,86.0,7.900000095,5.199999809,6.199999809,144.0,0.263999999,0.009,,1310,1375,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,,M1,2630.0,1540.0,1545.0,1598.0,M,5,D
NISSAN,QASHQAI,QASHQAI,QASHQAI 2.0 (140ch),ES,non,9,104.0,10.30000019,6.199999809,7.699999809,177.0,0.319999993,0.01,,1355,1415,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,,M1,2630.0,1540.0,1545.0,1997.0,M,6,E
NISSAN,QASHQAI,QASHQAI,QASHQAI 2.0 All mode (140ch),ES,non,9,104.0,10.60000038,6.599999905,8.100000381,187.0,0.363999993,0.004,,1425,1485,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,,M1,2630.0,1540.0,1545.0,1997.0,M,6,E
NISSAN,QASHQAI+2,QASHQAI,QASHQAI+2 1.5 dCi (106ch),GO,non,6,81.0,5.800000191,4.599999905,5.0,132.0,0.342000008,0.159999996,0.0,1505,1575,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,,M1,2765.0,1540.0,1545.0,1461.0,M,6,C
NISSAN,QASHQAI+2,QASHQAI,QASHQAI+2 1.6 (115ch),ES,non,7,86.0,7.900000095,5.599999905,6.400000095,149.0,0.243000001,0.02,,1380,1495,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,,M1,2765.0,1540.0,1545.0,1598.0,M,5,D
NISSAN,QASHQAI+2,QASHQAI,QASHQAI+2 1.6 (115ch),ES,non,7,86.0,8.300000191,5.599999905,6.599999905,154.0,0.263999999,0.009,,1365,1480,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,,M1,2765.0,1540.0,1545.0,1598.0,M,5,D
NISSAN,QASHQAI+2,QASHQAI,QASHQAI+2 1.6 dCi All mode (130ch),GO,non,7,96.0,6.199999809,4.699999809,5.300000191,139.0,0.331,0.163000003,0.0,1640,1715,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,,M1,2765.0,1540.0,1545.0,1598.0,M,6,C
NISSAN,QASHQAI+2,QASHQAI,QASHQAI+2 2.0 All mode (140ch),ES,non,9,104.0,11.0,6.800000191,8.300000191,193.0,0.363999993,0.004,,1525,1600,715/2007*195/2013EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,,M1,2765.0,1540.0,1545.0,1997.0,M,6,E
NISSAN,QASHQAI+2,QASHQAI,QASHQAI+2 2.0 dCi (150ch),GO,non,9,110.0,7.699999809,5.099999905,6.0,159.0,0.192000002,0.119000003,0.0,1595,1660,715/2007*692/2008EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,,M1,2765.0,1540.0,1545.0,1995.0,M,6,D
NISSAN,QASHQAI+2,QASHQAI,QASHQAI+2 2.0 dCi All mode (150ch),GO,non,9,110.0,7.699999809,5.300000191,6.199999809,163.0,0.192000002,0.119000003,0.0,1655,1725,715/2007*692/2008EURO5,TS TERRAINS/CHEMINS,MOY-SUPER,,M1,2765.0,1540.0,1545.0,1995.0,M,6,E
